tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner,home_elo,away_elo,home_elo_after,away_elo_after,elo_diff
2014--brazil,Round of 16,,Tue Jul/1 17:00    Belgium,USA,2,1,"Arena Fonte Nova, Salvador     # 1H - 2G",Tue Jul/1 17:00    Belgium,1500.0,1485.5,1524.49,1461.01,14.5
2014--brazil,Quarter-finals,,Fri Jul/4 17:00   Brazil,Colombia,2,1,"Estádio Castelão, Fortaleza    # W49 - W50",Fri Jul/4 17:00   Brazil,1500.0,1447.73,1521.42,1426.31,52.27
2014--brazil,Quarter-finals,,Fri Jul/4 13:00   France,Germany,0,1,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W53 - W54",Germany,1500.0,1717.99,1483.47,1734.52,-217.99
2014--brazil,Quarter-finals,,Sat Jul/5 17:00   Netherlands,Costa Rica,4,3,"Arena Fonte Nova, Salvador (UTC-3)    # W51 - W52",Sat Jul/5 17:00   Netherlands,1500.0,1501.36,1525.83,1475.53,-1.36
2014--brazil,Quarter-finals,,Sat Jul/5 13:00   Argentina,Belgium,1,0,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)    # W55 - W56",Sat Jul/5 13:00   Argentina,1500.0,1523.13,1527.68,1495.45,-23.13
2014--brazil,Semi-finals,,Tue Jul/8 17:00  Brazil,Germany,1,7,"Estádio Mineirão, Belo Horizonte (UTC-3)   # W57 - W58",Germany,1500.0,1734.52,1467.25,1767.27,-234.52
2014--brazil,Semi-finals,,Wed Jul/9 17:00  Netherlands,Argentina,2,4,"Arena de São Paulo, São Paulo (UTC-3)    # W59 - W69",Argentina,1500.0,1731.23,1476.55,1754.68,-231.23
2014--brazil,Semi-finals,,Sat Jul/12 17:00  Brazil,Netherlands,0,3,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)   # L61 - L62",Netherlands,1500.0,1641.77,1461.05,1680.72,-141.77
2014--brazil,Final,,Sun Jul/13 16:00  Germany,Argentina,1,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W61 - W62",Sun Jul/13 16:00  Germany,1500.0,1754.68,1545.88,1708.8,-254.68
2018--russia,Group A,,Thu Jun/14 18:00      Russia,Saudi Arabia,5,0,"Luzhniki Stadium, Moscow (UTC+3)",Thu Jun/14 18:00      Russia,1500.0,1375.21,1521.42,1353.79,124.79
2018--russia,Group A,,Fri Jun/15 17:00      Egypt,Uruguay,0,1,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",Uruguay,1500.0,1496.55,1476.95,1519.6,3.45
2018--russia,Group A,,Tue Jun/19 21:00      Russia,Egypt,3,1,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",Tue Jun/19 21:00      Russia,1500.0,1478.35,1523.9,1454.45,21.65
2018--russia,Group A,,Wed Jun/20 18:00      Uruguay,Saudi Arabia,1,0,"Rostov Arena, Rostov-on-Don (UTC+3)",Wed Jun/20 18:00      Uruguay,1500.0,1353.79,1509.77,1344.02,146.21
2018--russia,Group A,,Mon Jun/25 18:00      Uruguay,Russia,3,0,"Samara Arena, Samara (UTC+4)",Mon Jun/25 18:00      Uruguay,1500.0,1469.51,1527.03,1442.48,30.49
2018--russia,Group A,,Mon Jun/25 17:00      Saudi Arabia,Egypt,2,1,"Volgograd Arena, Volgograd (UTC+3)",Mon Jun/25 17:00      Saudi Arabia,1500.0,1454.45,1514.63,1439.82,45.55
2018--russia,Group B,,Fri Jun/15 18:00     Morocco,Iran,0,1,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",Iran,1500.0,1384.36,1471.13,1413.23,115.64
2018--russia,Group B,,Fri Jun/15 21:00     Portugal,Spain,3,3,"Fisht Stadium, Sochi (UTC+3)",Draw,1500.0,1650.82,1505.65,1645.17,-150.82
2018--russia,Group B,,Wed Jun/20 15:00     Portugal,Morocco,1,0,"Luzhniki Stadium, Moscow (UTC+3)",Wed Jun/20 15:00     Portugal,1500.0,1577.94,1521.6,1556.34,-77.94
2018--russia,Group B,,Wed Jun/20 21:00     Iran,Spain,0,1,"Kazan Arena, Kazan (UTC+3)",Spain,1500.0,1645.17,1485.35,1659.82,-145.17
2018--russia,Group B,,Mon Jun/25 21:00     Iran,Portugal,1,1,"Mordovia Arena, Saransk (UTC+3)",Draw,1500.0,1546.98,1499.83,1547.15,-46.98
2018--russia,Group B,,Mon Jun/25 20:00     Spain,Morocco,2,2,"Kaliningrad Stadium, Kaliningrad (UTC+2)",Draw,1500.0,1556.34,1500.36,1555.98,-56.34
2018--russia,Group C,,Sat Jun/16 13:00     France,Australia,2,1,"Kazan Arena, Kazan (UTC+3)",Sat Jun/16 13:00     France,1500.0,1415.77,1512.64,1403.13,84.23
2018--russia,Group C,,Sat Jun/16 19:00     Peru,Denmark,0,1,"Mordovia Arena, Saransk (UTC+3)",Denmark,1500.0,1520.6,1478.31,1542.29,-20.6
2018--russia,Group C,,Thu Jun/21 16:00     Denmark,Australia,1,1,"Samara Arena, Samara (UTC+4)",Draw,1500.0,1403.13,1492.02,1411.11,96.87
2018--russia,Group C,,Thu Jun/21 20:00     France,Peru,1,0,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",Thu Jun/21 20:00     France,1500.0,1457.87,1514.82,1443.05,42.13
2018--russia,Group C,,Tue Jun/26 17:00     Denmark,France,0,0,"Luzhniki Stadium, Moscow (UTC+3)",Draw,1500.0,1721.78,1509.15,1712.63,-221.78
2018--russia,Group C,,Tue Jun/26 17:00     Australia,Peru,0,2,"Fisht Stadium, Sochi (UTC+3)",Peru,1500.0,1443.05,1461.05,1482.0,56.95
2018--russia,Group D,,Sat Jun/16 16:00      Argentina,Iceland,1,1,"Spartak Stadium, Moscow (UTC+3)",Draw,1500.0,1500.0,1497.14,1502.86,0.0
2018--russia,Group D,,Sat Jun/16 21:00      Croatia,Nigeria,2,0,"Kaliningrad Stadium, Kaliningrad (UTC+2)",Sat Jun/16 21:00      Croatia,1500.0,1406.36,1518.26,1388.1,93.64
2018--russia,Group D,,Thu Jun/21 21:00      Argentina,Croatia,0,3,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",Croatia,1500.0,1647.44,1474.57,1672.87,-147.44
2018--russia,Group D,,Fri Jun/22 18:00      Nigeria,Iceland,2,0,"Volgograd Arena, Volgograd (UTC+3)",Fri Jun/22 18:00      Nigeria,1500.0,1502.86,1525.95,1476.91,-2.86
2018--russia,Group D,,Tue Jun/26 21:00      Nigeria,Argentina,1,2,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",Argentina,1500.0,1708.8,1488.55,1720.25,-208.8
2018--russia,Group D,,Tue Jun/26 21:00      Iceland,Croatia,1,2,"Rostov Arena, Rostov-on-Don (UTC+3)",Croatia,1500.0,1672.87,1486.79,1686.08,-172.87
2018--russia,Group E,,Sun Jun/17 16:00       Costa Rica,Serbia,0,1,"Samara Arena, Samara (UTC+4)",Serbia,1500.0,1474.91,1475.74,1499.17,25.09
2018--russia,Group E,,Sun Jun/17 21:00       Brazil,Switzerland,1,1,"Rostov Arena, Rostov-on-Don (UTC+3)",Draw,1500.0,1474.12,1495.7,1478.42,25.88
2018--russia,Group E,,Fri Jun/22 15:00       Brazil,Costa Rica,2,0,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",Fri Jun/22 15:00       Brazil,1500.0,1475.53,1523.67,1451.86,24.47
2018--russia,Group E,,Fri Jun/22 20:00       Serbia,Switzerland,1,2,"Kaliningrad Stadium, Kaliningrad (UTC+2)",Switzerland,1500.0,1478.42,1475.94,1502.48,21.58
2018--russia,Group E,,Wed Jun/27 21:00       Serbia,Brazil,0,2,"Spartak Stadium, Moscow (UTC+3)",Brazil,1500.0,1741.2,1485.02,1756.18,-241.2
2018--russia,Group E,,Wed Jun/27 21:00       Switzerland,Costa Rica,2,2,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",Draw,1500.0,1451.86,1494.5,1457.36,48.14
2018--russia,Group F,,Sun Jun/17 18:00        Germany,Mexico,0,1,"Luzhniki Stadium, Moscow (UTC+3)",Mexico,1500.0,1414.01,1472.55,1441.46,85.99
2018--russia,Group F,,Mon Jun/18 15:00        Sweden,South Korea,1,0,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",Mon Jun/18 15:00        Sweden,1500.0,1376.46,1510.77,1365.69,123.54
2018--russia,Group F,,Sat Jun/23 18:00        South Korea,Mexico,1,2,"Rostov Arena, Rostov-on-Don (UTC+3)",Mexico,1500.0,1441.46,1473.95,1467.51,58.54
2018--russia,Group F,,Sat Jun/23 21:00        Germany,Sweden,2,1,"Fisht Stadium, Sochi (UTC+3)",Sat Jun/23 21:00        Germany,1500.0,1544.9,1519.71,1525.19,-44.9
2018--russia,Group F,,Wed Jun/27 17:00        South Korea,Germany,2,0,"Kazan Arena, Kazan (UTC+3)",Wed Jun/27 17:00        South Korea,1500.0,1767.27,1546.65,1720.62,-267.27
2018--russia,Group F,,Wed Jun/27 19:00        Mexico,Sweden,0,3,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",Sweden,1500.0,1525.19,1462.5,1562.69,-25.19
2018--russia,Group G,,Mon Jun/18 18:00          Belgium,Panama,3,0,"Fisht Stadium, Sochi (UTC+3)",Mon Jun/18 18:00          Belgium,1500.0,1500.0,1530.0,1470.0,0.0
2018--russia,Group G,,Mon Jun/18 21:00          Tunisia,England,1,2,"Volgograd Arena, Volgograd (UTC+3)",England,1500.0,1579.97,1481.72,1598.25,-79.97
2018--russia,Group G,,Sat Jun/23 15:00          Belgium,Tunisia,5,2,"Spartak Stadium, Moscow (UTC+3)",Sat Jun/23 15:00          Belgium,1500.0,1414.61,1522.01,1392.6,85.39
2018--russia,Group G,,Sun Jun/24 15:00          England,Panama,6,1,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",Sun Jun/24 15:00          England,1500.0,1470.0,1530.95,1439.05,30.0
2018--russia,Group G,,Thu Jun/28 20:00          England,Belgium,0,1,"Kaliningrad Stadium, Kaliningrad (UTC+2)",Belgium,1500.0,1495.45,1476.89,1518.56,4.55
2018--russia,Group G,,Thu Jun/28 21:00          Panama,Tunisia,1,2,"Mordovia Arena, Saransk (UTC+3)",Tunisia,1500.0,1392.6,1471.51,1421.09,107.4
2018--russia,Group H,,Tue Jun/19 15:00          Colombia,Japan,1,2,"Mordovia Arena, Saransk (UTC+3)",Japan,1500.0,1430.77,1473.39,1457.38,69.23
2018--russia,Group H,,Tue Jun/19 18:00          Poland,Senegal,1,2,"Spartak Stadium, Moscow (UTC+3)",Senegal,1500.0,1536.06,1479.2,1556.86,-36.06
2018--russia,Group H,,Sun Jun/24 20:00          Japan,Senegal,2,2,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",Draw,1500.0,1556.86,1500.39,1556.47,-56.86
2018--russia,Group H,,Sun Jun/24 21:00          Poland,Colombia,0,3,"Kazan Arena, Kazan (UTC+3)",Colombia,1500.0,1426.31,1453.04,1473.27,73.69
2018--russia,Group H,,Thu Jun/28 17:00          Japan,Poland,0,1,"Volgograd Arena, Volgograd (UTC+3)",Poland,1500.0,1496.62,1476.95,1519.67,3.38
2018--russia,Group H,,Thu Jun/28 18:00          Senegal,Colombia,0,1,"Samara Arena, Samara (UTC+4)",Colombia,1500.0,1473.27,1475.65,1497.62,26.73
2018--russia,Round of 16,,Sat Jun/30 21:00        Uruguay,Portugal,2,1,"Fisht Stadium, Sochi (UTC+3)",Sat Jun/30 21:00        Uruguay,1500.0,1547.15,1529.75,1517.4,-47.15
2018--russia,Round of 16,,Sat Jun/30 17:00        France,Argentina,4,3,"Kazan Arena, Kazan (UTC+3)",Sat Jun/30 17:00        France,1500.0,1720.25,1543.63,1676.62,-220.25
2018--russia,Round of 16,,Sun Jul/1  17:00        Spain,Russia,3,4,"Luzhniki Stadium, Moscow (UTC+3)",Russia,1500.0,1442.48,1461.0,1481.48,57.52
2018--russia,Round of 16,,Sun Jul/1  21:00        Croatia,Denmark,3,2,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",Sun Jul/1  21:00        Croatia,1500.0,1542.29,1529.33,1512.96,-42.29
2018--russia,Round of 16,,Mon Jul/2  18:00        Brazil,Mexico,2,0,"Samara Arena, Samara (UTC+4)",Mon Jul/2  18:00        Brazil,1500.0,1467.51,1534.51,1433.0,32.49
2018--russia,Round of 16,,Mon Jul/2  21:00        Belgium,Japan,3,2,"Rostov Arena, Rostov-on-Don (UTC+3)",Mon Jul/2  21:00        Belgium,1500.0,1457.38,1522.19,1435.19,42.62
2018--russia,Round of 16,,Tue Jul/3  17:00        Sweden,Switzerland,1,0,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",Tue Jul/3  17:00        Sweden,1500.0,1502.48,1525.92,1476.56,-2.48
2018--russia,Round of 16,,Tue Jul/3  21:00        Colombia,England,3,4,"Spartak Stadium, Moscow (UTC+3)",England,1500.0,1598.25,1474.14,1624.11,-98.25
2018--russia,Quarter-finals,,Fri Jul/6  17:00        Uruguay,France,0,2,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",France,1500.0,1712.63,1474.65,1737.98,-212.63
2018--russia,Quarter-finals,,Fri Jul/6  21:00        Brazil,Belgium,1,2,"Kazan Arena, Kazan (UTC+3)",Belgium,1500.0,1518.56,1467.29,1551.27,-18.56
2018--russia,Quarter-finals,,Sat Jul/7  21:00        Russia,Croatia,3,4,"Fisht Stadium, Sochi (UTC+3)",Croatia,1500.0,1686.08,1481.18,1704.9,-186.08
2018--russia,Quarter-finals,,Sat Jul/7  18:00        Sweden,England,0,2,"Samara Arena, Samara (UTC+4)",England,1500.0,1624.11,1464.46,1659.65,-124.11
2018--russia,Semi-finals,,Tue Jul/10  21:00       France,Belgium,1,0,"Saint Petersburg Stadium, St. Petersburg (UTC+3)",Tue Jul/10  21:00       France,1500.0,1551.27,1530.11,1521.16,-51.27
2018--russia,Semi-finals,,Wed Jul/11  21:00        Croatia,England,2,1,"Luzhniki Stadium, Moscow (UTC+3)",Wed Jul/11  21:00        Croatia,1500.0,1659.65,1539.17,1620.48,-159.65
2018--russia,Semi-finals,,Sat Jul/14  17:00        Belgium,England,2,0,"Saint Petersburg Stadium, St. Petersburg (UTC+3)",Sat Jul/14  17:00        Belgium,1500.0,1620.48,1554.01,1566.47,-120.48
2018--russia,Final,,Sun Jul/15  18:00       France,Croatia,4,2,"Luzhniki Stadium, Moscow (UTC+3)",Sun Jul/15  18:00       France,1500.0,1704.9,1563.83,1641.07,-204.9
2022--qatar,Group A,2022-11-20,Qatar,Ecuador,0,2,"Al Bayt Stadium, Al Khor",Ecuador,1500.0,1500.71,1465.77,1534.94,-0.71
2022--qatar,Group A,2022-11-21,Senegal,Netherlands,0,2,"Al Thumama Stadium, Doha",Netherlands,1537.14,1600.5,1508.29,1629.35,-63.36
2022--qatar,Group A,2022-11-25,Qatar,Senegal,1,3,"Al Thumama Stadium, Doha",Senegal,1465.77,1508.29,1435.12,1538.94,-42.52
2022--qatar,Group A,2022-11-25,Netherlands,Ecuador,1,1,"Khalifa International Stadium, Al Rayyan",Draw,1629.35,1534.94,1621.48,1542.81,94.41
2022--qatar,Group A,2022-11-29,Ecuador,Senegal,1,2,"Khalifa International Stadium, Al Rayyan",Senegal,1542.81,1538.94,1519.73,1562.02,3.87
2022--qatar,Group A,2022-11-29,Netherlands,Qatar,2,0,"Al Bayt Stadium, Al Khor",Netherlands,1621.48,1435.12,1633.73,1422.87,186.36
2022--qatar,Group B,2022-11-21,England,Iran,6,2,"Khalifa International Stadium, Al Rayyan",England,1687.05,1447.11,1698.94,1435.22,239.94
2022--qatar,Group B,2022-11-21,USA,Wales,1,1,"Ahmad bin Ali Stadium, Al Rayyan",Draw,1465.6,1516.53,1465.65,1516.48,-50.93
2022--qatar,Group B,2022-11-25,Wales,Iran,0,2,"Ahmad bin Ali Stadium, Al Rayyan",Iran,1516.48,1435.22,1475.66,1476.04,81.26
2022--qatar,Group B,2022-11-25,England,USA,0,0,"Al Bayt Stadium, Al Khor",Draw,1698.94,1465.65,1685.49,1479.1,233.29
2022--qatar,Group B,2022-11-29,Wales,England,0,3,"Ahmad bin Ali Stadium, Al Rayyan",England,1475.66,1685.49,1455.71,1705.44,-209.83
2022--qatar,Group B,2022-11-29,Iran,USA,0,1,"Al Thumama Stadium, Doha",USA,1476.04,1479.1,1453.35,1501.79,-3.06
2022--qatar,Group C,2022-11-22,Argentina,Saudi Arabia,1,2,"Lusail Iconic Stadium, Lusail",Saudi Arabia,1621.51,1367.67,1587.44,1401.74,253.84
2022--qatar,Group C,2022-11-22,Mexico,Poland,0,0,"Stadium 974, Doha",Draw,1452.28,1522.77,1453.46,1521.59,-70.49
2022--qatar,Group C,2022-11-26,Poland,Saudi Arabia,2,0,"Education City Stadium, Al Rayyan",Poland,1521.59,1401.74,1537.99,1385.34,119.85
2022--qatar,Group C,2022-11-26,Argentina,Mexico,2,0,"Lusail Iconic Stadium, Lusail",Argentina,1587.44,1453.46,1602.89,1438.01,133.98
2022--qatar,Group C,2022-11-30,Poland,Argentina,0,2,"Stadium 974, Doha",Argentina,1537.99,1602.89,1509.28,1631.6,-64.9
2022--qatar,Group C,2022-11-30,Saudi Arabia,Mexico,1,2,"Lusail Iconic Stadium, Lusail",Mexico,1385.34,1438.01,1365.49,1457.86,-52.67
2022--qatar,Group D,2022-11-22,Denmark,Tunisia,0,0,"Education City Stadium, Al Rayyan",Draw,1567.37,1430.46,1557.54,1440.29,136.91
2022--qatar,Group D,2022-11-22,France,Australia,4,1,"Al Janoub Stadium, Al Wakrah",France,1680.46,1455.6,1692.39,1443.67,224.86
2022--qatar,Group D,2022-11-26,Tunisia,Australia,0,1,"Al Janoub Stadium, Al Wakrah",Australia,1440.29,1443.67,1417.62,1466.34,-3.38
2022--qatar,Group D,2022-11-26,France,Denmark,2,1,"Stadium 974, Doha",France,1692.39,1557.54,1702.65,1547.28,134.85
2022--qatar,Group D,2022-11-30,Australia,Denmark,1,0,"Al Janoub Stadium, Al Wakrah",Australia,1466.34,1547.28,1488.12,1525.5,-80.94
2022--qatar,Group D,2022-11-30,Tunisia,France,1,0,"Education City Stadium, Al Rayyan",Tunisia,1417.62,1702.65,1449.4,1670.87,-285.03
2022--qatar,Group E,2022-11-23,Germany,Japan,1,2,"Khalifa International Stadium, Al Rayyan",Japan,1603.68,1465.71,1573.8,1495.59,137.97
2022--qatar,Group E,2022-11-23,Spain,Costa Rica,7,0,"Al Thumama Stadium, Doha",Spain,1586.64,1503.46,1615.19,1474.91,83.18
2022--qatar,Group E,2022-11-27,Japan,Costa Rica,0,1,"Ahmad bin Ali Stadium, Al Rayyan",Costa Rica,1495.59,1474.91,1471.58,1498.92,20.68
2022--qatar,Group E,2022-11-27,Spain,Germany,1,1,"Al Bayt Stadium, Al Khor",Draw,1615.19,1573.8,1610.05,1578.94,41.39
2022--qatar,Group E,2022-12-01,Japan,Spain,2,1,"Khalifa International Stadium, Al Rayyan",Japan,1471.58,1610.05,1496.57,1585.06,-138.47
2022--qatar,Group E,2022-12-01,Costa Rica,Germany,2,4,"Al Bayt Stadium, Al Khor",Germany,1498.92,1578.94,1471.51,1606.35,-80.02
2022--qatar,Group F,2022-11-23,Morocco,Croatia,0,0,"Al Bayt Stadium, Al Khor",Draw,1482.23,1621.34,1487.25,1616.32,-139.11
2022--qatar,Group F,2022-11-23,Belgium,Canada,1,0,"Ahmad bin Ali Stadium, Al Rayyan",Belgium,1483.17,1441.29,1498.0,1426.46,41.88
2022--qatar,Group F,2022-11-27,Belgium,Morocco,0,2,"Al Thumama Stadium, Doha",Morocco,1498.0,1487.25,1462.81,1522.44,10.75
2022--qatar,Group F,2022-11-27,Croatia,Canada,4,1,"Khalifa International Stadium, Al Rayyan",Croatia,1616.32,1426.46,1630.38,1412.4,189.86
2022--qatar,Group F,2022-12-01,Croatia,Belgium,0,0,"Ahmad bin Ali Stadium, Al Rayyan",Draw,1630.38,1462.81,1619.27,1473.92,167.57
2022--qatar,Group F,2022-12-01,Canada,Morocco,1,2,"Al Thumama Stadium, Doha",Morocco,1412.4,1522.44,1395.82,1539.02,-110.04
2022--qatar,Group G,2022-11-24,Switzerland,Cameroon,1,0,"Al Janoub Stadium, Al Wakrah",Switzerland,1388.53,1453.66,1409.4,1432.79,-65.13
2022--qatar,Group G,2022-11-24,Brazil,Serbia,2,0,"Lusail Iconic Stadium, Lusail",Brazil,1869.89,1500.0,1874.8,1495.09,369.89
2022--qatar,Group G,2022-11-28,Cameroon,Serbia,3,3,"Al Janoub Stadium, Al Wakrah",Draw,1432.79,1495.09,1433.5,1494.38,-62.3
2022--qatar,Group G,2022-11-28,Brazil,Switzerland,1,0,"Stadium 974, Doha",Brazil,1874.8,1409.4,1876.76,1407.44,465.4
2022--qatar,Group G,2022-12-02,Serbia,Switzerland,2,3,"Stadium 974, Doha",Switzerland,1494.38,1407.44,1466.88,1434.94,86.94
2022--qatar,Group G,2022-12-02,Cameroon,Brazil,1,0,"Lusail Iconic Stadium, Lusail",Cameroon,1433.5,1876.76,1469.73,1840.53,-443.26
2022--qatar,Group H,2022-11-24,Uruguay,South Korea,0,0,"Education City Stadium, Al Rayyan",Draw,1435.78,1489.46,1435.99,1489.25,-53.68
2022--qatar,Group H,2022-11-24,Portugal,Ghana,3,2,"Stadium 974, Doha",Portugal,1547.2,1500.0,1561.75,1485.45,47.2
2022--qatar,Group H,2022-11-28,South Korea,Ghana,2,3,"Education City Stadium, Al Rayyan",Ghana,1489.25,1485.45,1466.18,1508.52,3.8
2022--qatar,Group H,2022-11-28,Portugal,Uruguay,2,0,"Lusail Iconic Stadium, Lusail",Portugal,1561.75,1435.99,1577.75,1419.99,125.76
2022--qatar,Group H,2022-12-02,Ghana,Uruguay,0,2,"Al Janoub Stadium, Al Wakrah",Uruguay,1508.52,1419.99,1467.15,1461.36,88.53
2022--qatar,Group H,2022-12-02,South Korea,Portugal,2,1,"Lusail Iconic Stadium, Lusail",South Korea,1466.18,1577.75,1489.69,1554.24,-111.57
2022--qatar,Round of 16,2022-12-03,Netherlands,USA,3,1,"Khalifa International Stadium, Al Rayyan",Netherlands,1633.73,1501.79,1657.11,1478.41,131.94
2022--qatar,Round of 16,2022-12-03,Argentina,Australia,2,1,"Ahmad bin Ali Stadium, Al Rayyan",Argentina,1631.6,1488.12,1646.43,1473.29,143.48
2022--qatar,Round of 16,2022-12-04,France,Poland,3,1,"Al Thumama Stadium, Doha",France,1670.87,1509.28,1691.42,1488.73,161.59
2022--qatar,Round of 16,2022-12-04,England,Senegal,3,0,"Al Bayt Stadium, Al Khor",England,1705.44,1562.02,1731.4,1536.06,143.42
2022--qatar,Round of 16,2022-12-05,Japan,Croatia,1,3,"Al Janoub Stadium, Al Wakrah",Croatia,1496.57,1619.27,1460.85,1654.99,-122.7
2022--qatar,Round of 16,2022-12-05,Brazil,South Korea,4,1,"Stadium 974, Doha",Brazil,1840.53,1489.69,1850.03,1480.19,350.84
2022--qatar,Round of 16,2022-12-06,Morocco,Spain,3,0,"Education City Stadium, Al Rayyan",Morocco,1539.02,1585.06,1590.92,1533.16,-46.04
2022--qatar,Round of 16,2022-12-06,Portugal,Switzerland,6,1,"Lusail Iconic Stadium, Lusail",Portugal,1554.24,1434.94,1587.12,1402.06,119.3
2022--qatar,Quarter-finals,2022-12-09,Croatia,Brazil,4,2,"Education City Stadium, Al Rayyan",Croatia,1654.99,1850.03,1717.76,1787.26,-195.04
2022--qatar,Quarter-finals,2022-12-09,Netherlands,Argentina,3,4,"Lusail Iconic Stadium, Lusail",Argentina,1657.11,1646.43,1621.92,1681.62,10.68
2022--qatar,Quarter-finals,2022-12-10,Morocco,Portugal,1,0,"Al Thumama Stadium, Doha",Morocco,1590.92,1587.12,1616.31,1561.73,3.8
2022--qatar,Quarter-finals,2022-12-10,England,France,1,2,"Al Bayt Stadium, Al Khor",France,1731.4,1691.42,1693.8,1729.02,39.98
2022--qatar,Semi-finals,2022-12-13,Argentina,Croatia,3,0,"Lusail Iconic Stadium, Lusail",Argentina,1681.62,1717.76,1732.03,1667.35,-36.14
2022--qatar,Semi-finals,2022-12-14,France,Morocco,2,0,"Al Bayt Stadium, Al Khor",France,1729.02,1616.31,1754.36,1590.97,112.71
2022--qatar,Match for third place,2022-12-17,Croatia,Morocco,2,1,"Khalifa International Stadium, Al Rayyan",Croatia,1667.35,1590.97,1680.38,1577.94,76.38
2022--qatar,Final,2022-12-18,Argentina,France,4,2,"Lusail Iconic Stadium, Lusail",Argentina,1732.03,1754.36,1773.45,1712.94,-22.33
